epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
1696,1992-01-06,,Jeopardy,"(1, 1)",AMERICAN HISTORY,4,"(100,)",False,Molly Pitcher is famous for carrying water & firing one of these at the Battle of Monmouth,a cannon,1,0
1696,1992-01-06,,Jeopardy,"(2, 1)",TELEVISION,8,"(100,)",False,"It's the only TV series we know that had ""Gimme"" in the title",Gimme a Break,1,0
1696,1992-01-06,,Jeopardy,"(3, 1)",HOLIDAYS & OBSERVANCES,21,"(100,)",False,"In this country they observe Setsubun, or Bean-Throwing Festival, on Feb. 3",Japan,1,0
1696,1992-01-06,,Jeopardy,"(4, 1)",ART,1,"(100,)",False,16th century painter Paolo Cagliari was known as Paolo Veronese because he was born here,Verona,1,0
1696,1992-01-06,,Jeopardy,"(5, 1)",FAMOUS WOMEN,15,"(100,)",False,"Profession of Miami's ""Maximum Morphonios"", who's known for her stiff sentences",a judge,1,0
1696,1992-01-06,,Jeopardy,"(6, 1)",HOMOPHONIC PAIRS,16,"(100,)",False,"It describes Yogi without his hat, collar & tie",a bare bear,1,0
1696,1992-01-06,,Jeopardy,"(1, 2)",AMERICAN HISTORY,5,"(200,)",False,"After he led 2 Indian uprisings in this colony, Opechancanough was killed in Jamestown in 1644",Virginia,1,0
1696,1992-01-06,,Jeopardy,"(2, 2)",TELEVISION,9,"(200,)",False,"After ""Kate & Allie"", this ""Kate & Allie"" co-star started ""Working It Out"" with Stephen Collins",Jane Curtin,1,0
1696,1992-01-06,,Jeopardy,"(3, 2)",HOLIDAYS & OBSERVANCES,22,"(200,)",False,"Stonewall Jackson's, Robert E. Lee's & Martin Luther King's birthdays are observed in this month",January,0,3
1696,1992-01-06,,Jeopardy,"(4, 2)",ART,2,"(200,)",False,She was the subject of James Whistler's most famous painting,Whistler\'s mother,1,0
1696,1992-01-06,,Jeopardy,"(5, 2)",FAMOUS WOMEN,23,"(200,)",False,"This tennis star used to drive a silver Mercedes with license plates that read ""X-CZECH""",Martina Navratilova,1,0
1696,1992-01-06,,Jeopardy,"(6, 2)",HOMOPHONIC PAIRS,17,"(200,)",False,A piece of personalized writing paper motionless on the desk,stationary stationery,1,0
1696,1992-01-06,,Jeopardy,"(1, 3)",AMERICAN HISTORY,6,"(300,)",False,"Several girls in this town began to behave strangely in 1692, setting off witchcraft hysteria",Salem,1,0
1696,1992-01-06,,Jeopardy,"(2, 3)",TELEVISION,10,"(300,)",False,"Timothy Busfield was Pernell Roberts' son on this series before he was cast in ""thirtysomething""","Trapper John, M.D.",1,0
1696,1992-01-06,,Jeopardy,"(3, 3)",HOLIDAYS & OBSERVANCES,28,"(300,)",False,Jews mourn the destruction of the first & second of these on Tisha Be-Av,the temples,1,1
1696,1992-01-06,,Jeopardy,"(4, 3)",ART,3,"(300,)",False,"The Bichon Frise was a favorite dog of this artist, though he may have preferred naked Majas",Goya,1,0
1696,1992-01-06,,Jeopardy,"(5, 3)",FAMOUS WOMEN,24,"(300,)",False,"She says she didn't receive $1 million a year to co-anchor the news with Harry Reasoner - just $500,000",Barbara Walters,1,0
1696,1992-01-06,,Jeopardy,"(6, 3)",HOMOPHONIC PAIRS,18,"(300,)",False,A dryly humorous deli bread,a wry rye,1,0
1696,1992-01-06,,Jeopardy,"(1, 4)",AMERICAN HISTORY,7,"(400,)",False,Casting the deciding vote at his impeachment trial ruined Kansas Sen. Edmund Ross' career,Andrew Johnson,1,0
1696,1992-01-06,,Jeopardy,"(2, 4)",TELEVISION,11,"(400,)",False,"This former ""Equalizer"" played a crime novelist on ""Over My Dead Body""",Edward Woodward,1,0
1696,1992-01-06,,Jeopardy,"(3, 4)",HOLIDAYS & OBSERVANCES,29,"(400,)",False,In 1991 this Muslim month of fasting began on March 17,Ramadan,1,0
1696,1992-01-06,,Jeopardy,"(4, 4)",ART,13,"(400,)",False,There's a ceiling painting by Rubens in Whitehall Palace in this city,London,1,0
1696,1992-01-06,,Jeopardy,"(5, 4)",FAMOUS WOMEN,25,"(400,)",False,This woman & her partner Adolph Green were named to the Songwriters Hall of Fame in 1980,Betty Comden,1,0
1696,1992-01-06,,Jeopardy,"(6, 4)",HOMOPHONIC PAIRS,19,"(400,)",False,Grab bodies of salt water,seize seas,1,0
1696,1992-01-06,,Jeopardy,"(1, 5)",AMERICAN HISTORY,14,"(500,)",False,From 1856-1861 this suffragette was an agent for the American Anti-Slavery Society,Susan B. Anthony,1,0
1696,1992-01-06,,Jeopardy,"(2, 5)",TELEVISION,12,"(500,)",False,"On ""Happy Days"", the nickname of Warren Weber",Potsie,1,0
1696,1992-01-06,,Jeopardy,"(3, 5)",HOLIDAYS & OBSERVANCES,30,"(1000,)",True,In Western churches the 1st Sunday after the 1st full moon after the Vernal Equinox is this day,Easter Sunday,1,0
1696,1992-01-06,,Jeopardy,"(4, 5)",ART,27,"(500,)",False,This woman died in 1961 at the age of 101,Grandma Moses,1,0
1696,1992-01-06,,Jeopardy,"(5, 5)",FAMOUS WOMEN,26,"(500,)",False,"Former First Daughter who co-wrote ""In Our Defense: the Bill of Rights in Action""",Caroline Kennedy,0,3
1696,1992-01-06,,Jeopardy,"(6, 5)",HOMOPHONIC PAIRS,20,"(500,)",False,The only spirit found in a body,a sole soul,1,0
1696,1992-01-06,,Double Jeopardy,"(1, 1)",20th CENTURY NOVELS,19,"(200,)",False,"Budd Schulberg's novel ""The Disenchanted"" is based on the life of this ""Great Gatsby"" author",F. Scott Fitzgerald,1,0
1696,1992-01-06,,Double Jeopardy,"(2, 1)",ECONOMICS,26,"(200,)",False,"Because growth comes through innovation, many firms have R&D departments, which are these",research & development departments,1,0
1696,1992-01-06,,Double Jeopardy,"(3, 1)",U.S. CITIES,6,"(200,)",False,"Its metro area includes Glendale, Mesa, Scottsdale & Tempe","Phoenix, Arizona",1,0
1696,1992-01-06,,Double Jeopardy,"(4, 1)",ACTORS OF THE PAST,16,"(200,)",False,Thomas Betterton died in 1710 & became the first actor buried in this abbey,Westminster,1,0
1696,1992-01-06,,Double Jeopardy,"(5, 1)",OLD TESTAMENT,3,"(200,)",False,"According to I Kings 4:32, this wise ruler was responsible for 3,000 proverbs & 1,005 songs",Solomon,1,0
1696,1992-01-06,,Double Jeopardy,"(6, 1)",INVERTEBRATES,1,"(200,)",False,A person suffering from arachnophobia is afraid of these,spiders,1,0
