epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Jeopardy,"(1, 1)",A,1,"(100,)",False,=,=,0,3
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Jeopardy,"(1, 2)",A,2,"(200,)",False,=,=,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Jeopardy,"(1, 3)",A,3,"(300,)",False,=,=,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Jeopardy,"(1, 4)",A,4,"(400,)",False,=,=,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Jeopardy,"(1, 5)",A,5,"(500,)",False,=,=,0,3
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(2, 1)",INSECTS,22,"(200,)",False,Useful insects raised in apiaries,bees,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(3, 1)","""STATE"" NAMES",6,"(200,)",False,This playwright didn't use his home state of Mississippi for his pen name,Tennessee Williams,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(4, 1)",POTENT POTABLES,1,"(200,)",False,=,=,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(5, 1)",TRANSPORTATION,2,"(200,)",False,=,=,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(6, 1)",U.S. HISTORY,9,"(200,)",False,President who ordered atomic bomb dropped on Japan,Truman,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(2, 2)",INSECTS,23,"(400,)",False,They destroy about 8% of the annual U.S. cotton crop,boll weevils,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(3, 2)","""STATE"" NAMES",7,"(400,)",False,"Mrs. Naugatuck replaced this maid on ""Maude""",Florida,1,1
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(4, 2)",POTENT POTABLES,4,"(400,)",False,"A glass of dark British beer goes by this ""portly"" name",stout,1,1
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(5, 2)",TRANSPORTATION,3,"(400,)",False,Former astronaut Frank Borman runs this airline,Eastern,1,2
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(6, 2)",U.S. HISTORY,10,"(400,)",False,State in which George Washington spent winter at Valley Forge,Pennsylvania,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(2, 3)",INSECTS,24,"(600,)",False,"Insects use them to smell & feel, & sometimes even to taste & hear",antennae,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(3, 3)","""STATE"" NAMES",8,"(600,)",False,"""The Carpetbaggers"" character who sequeled into a film of his own with Steve McQueen",Nevada Smith,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(4, 3)",POTENT POTABLES,5,"(600,)",False,Traditional Kentucky Derby drink,mint julep,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(5, 3)",TRANSPORTATION,18,"(700,)",True,"In this Kingston Trio song, Charley's doomed to ride it forever:""Well, did he ever return? /No he never returned and his fate is still unlearned /He may ride forever 'neath the streets of Boston /And he's the man who never returned...""","""M.T.A.""",0,1
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(6, 3)",U.S. HISTORY,15,"(600,)",False,In '64 Walter Mondale was appointed to the U.S. Senate to replace him,Humphrey,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(3, 4)","""STATE"" NAMES",13,"(800,)",False,"Champ whom Eddie Felson hustled in ""The Hustler""",Minnesota Fats,1,1
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(4, 4)",POTENT POTABLES,11,"(800,)",False,"Edgar Allan Poe's scary story featured a ""Cask"" of this sherry",Amontillado,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(5, 4)",TRANSPORTATION,19,"(800,)",False,"When begun in 1902, this famous train ran from New York to Chicago in 20 hrs.",The 20th Century,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(6, 4)",U.S. HISTORY,16,"(800,)",False,A major street in New York's Harlem was renamed for this former Congressman,Adam Clayton Powell,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(2, 5)",INSECTS,21,"(1000,)",False,This butterfly that journeys from Canada to Mexico holds migration record,monarch,1,0
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(3, 5)","""STATE"" NAMES",14,"(1000,)",False,Western star famous for rope tricks & Rose Parade appearances,Montie Montana,0,3
77,1984-12-25,"Jerry Frankel game 2. 

Missing introductions, J! round and first 2 clues of DJ! round.",Double Jeopardy,"(4, 5)",POTENT POTABLES,12,"(1000,)",False,"Fruit that puts the ""sloe"" in sloe gin",sloe berry (plums),1,0
