epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(1, 1)",SICKNESS & HEALTH,19,"(100,)",False,"By definition, a person with Type 1 diabetes is dependent on this",Insulin,1,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(2, 1)",THE FUNNIES,25,"(100,)",False,"Of B.A., B.B., B.C. or B.D., the one in ""Doonesbury""",B.D.,1,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(3, 1)",TRAVEL U.S.A.,10,"(100,)",False,"Ask for directions in Waikiki & you may be told ""mauka"", toward the mountains, or ""makai"", toward this",Ocean,1,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(4, 1)",PLAYS,1,"(100,)",False,"Much of her play ""Murder on the Nile"" takes place by the temple of Abu Simbel",Agatha Christie,1,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(5, 1)",PEOPLE,20,"(100,)",False,"This New York governor is the son of immigrant parents from Salerno, Italy",Mario Cuomo,1,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(6, 1)",HODGEPODGE,26,"(100,)",False,"""Joy of Cooking"" suggests adding paprika & lemon juice to the juice of this fermented cabbage",Sauerkraut,1,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(1, 2)",SICKNESS & HEALTH,12,"(200,)",False,Emotional instability & irritability are symptoms of this condition abbreviated PMS,Pre-Menstrual Syndrome,2,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(2, 2)",THE FUNNIES,4,"(500,)",True,"This character's last name, Andrews, has only been mentioned on a TV special, never in the strip:[video clue]",Cathy,1,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(3, 2)",TRAVEL U.S.A.,11,"(200,)",False,"The area where William Penn came ashore in 1682 is now Penn's Landing, a park in this city",Philadelphia,1,0
2117,1993-11-16,1993 Tournament of Champions quarterfinal game 2.,Jeopardy,"(4, 2)",PLAYS,2,"(200,)",False,"This title teacher tells her little girls, ""I am dedicated to you in my prime""",Miss Jean Brodie,1,0
