epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(1, 1)","""A"" IN SCIENCE",12,"(100,)",False,"The gas pedal on a car, or a substance that speeds up a chemical reaction",accelerator,1,1
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(2, 1)",FOOD,1,"(100,)",False,"Traditionally, it's the main ingredient in the sauce served on veal parmigiana",tomatoes,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(3, 1)",ACTORS & ACTRESSES,6,"(100,)",False,"When she was 19, this ""Murder, She Wrote"" star was nominated for an Oscar for her 1st film, ""Gaslight""",Angela Lansbury,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(4, 1)",SEE THE USA,11,"(100,)",False,"For some fun in Arkansas, why not visit ""Dogpatch USA"" a theme park based on this comic strip",Li\'l Abner,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(5, 1)",SPORTS,18,"(100,)",False,"From the Greek ""sthenos"", meaning strength, they're exercises such as jumping jacks",calisthenics,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(6, 1)",IN OTHER WORDS...,17,"(100,)",False,An industry does not exist that compares with the entertainment industry,There\'s no business like show business,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(1, 2)","""A"" IN SCIENCE",13,"(200,)",False,"Theoretically, it's the lowest possible temperature that can be reached",absolute zero,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(2, 2)",FOOD,2,"(200,)",False,George Bush could tell you this western state grows 91% of the broccoli in the U.S.,California,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(3, 2)",ACTORS & ACTRESSES,7,"(200,)",False,"Portsmouth, Ohio's yearly festival in honor of this movie cowboy ""triggers"" lots of memories",Roy Rogers,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(4, 2)",SEE THE USA,16,"(200,)",False,In August 1990 this covered up the famous black sand on Hawaii's Kalapana Beach,lava,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(5, 2)",SPORTS,19,"(200,)",False,Richard M. Butkus was elected to this hall of fame in 1979,Pro Football Hall of  Fame,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(6, 2)",IN OTHER WORDS...,27,"(200,)",False,Don't miss flipping over any rock,leave no stone unturned,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(1, 3)","""A"" IN SCIENCE",14,"(300,)",False,The type of acid found in vinegar,acetic,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(2, 3)",FOOD,3,"(300,)",False,Ever popular lunchbox item named for an English earl,sandwich,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(3, 3)",ACTORS & ACTRESSES,8,"(300,)",False,"33 years after her aunt's ""Too Much Too Soon"", this ""E.T."" star published ""Little Girl Lost""",Drew Barrymore,1,0
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(4, 3)",SEE THE USA,24,"(300,)",False,"California town with an Indian name that's been popularized as standing for everything from ""A to  Z"" in the USA",Azusa,0,3
1408,1990-10-17,Sara Cox game 1.,Jeopardy,"(5, 3)",SPORTS,21,"(300,)",False,"In basketball, it's resuming dribbling after you've stopped or dribbling with both hands",double dribble,1,0
