epNum,airDate,extra_info,round_name,coord,category,order,value,daily_double,question,answer,correctAttempts,wrongAttempts
2446,1995-04-03,,Jeopardy,"(1, 1)",NATURE,15,"(100,)",False,"Soft pines, such as the white pine, have 5 of these unique leaves in a cluster; hard pines have 2 or 3",needles,1,0
2446,1995-04-03,,Jeopardy,"(2, 1)",'40s FILM FACTS,18,"(100,)",False,"Roberto Rossellini depicted the Nazi occupation of this capital city, his birthplace, in ""Open City""",Rome,1,1
2446,1995-04-03,,Jeopardy,"(3, 1)",BUSINESS & INDUSTRY,1,"(100,)",False,"This producer of earthmoving equipment is called ""CAT"" for short",Caterpillar,1,0
2446,1995-04-03,,Jeopardy,"(4, 1)",U.S.A.,2,"(100,)",False,Indian legend says that Bayou Teche in this state was created by a giant snake,Louisiana,1,0
2446,1995-04-03,,Jeopardy,"(5, 1)",AROUND THE HOUSE,22,"(100,)",False,"A ""crazy"" one of these covers is a patchwork type without a regular design",quilt,1,0
2446,1995-04-03,,Jeopardy,"(6, 1)",PROVERBS,7,"(100,)",False,"""Early to bed and early to rise, makes a man"" these 3 things","healthy, wealthy & wise",1,0
2446,1995-04-03,,Jeopardy,"(1, 2)",NATURE,17,"(200,)",False,The African clawed frog is unusual because it has claws to help catch prey rather than this organ,tongue,1,1
2446,1995-04-03,,Jeopardy,"(2, 2)",'40s FILM FACTS,25,"(200,)",False,"Marjorie Belcher, who later became Marge Champion, was the model for the Blue Fairy in this Disney film",Pinocchio,0,3
2446,1995-04-03,,Jeopardy,"(3, 2)",BUSINESS & INDUSTRY,12,"(200,)",False,Mobil Corporation produces the Hefty brand of these items,trash bags,1,0
2446,1995-04-03,,Jeopardy,"(4, 2)",U.S.A.,3,"(200,)",False,"There's a museum in Mount Horeb, Wisconsin that's devoted entirely to this yellow condiment",mustard,1,0
2446,1995-04-03,,Jeopardy,"(5, 2)",AROUND THE HOUSE,30,"(200,)",False,"You may have one of these frames for shoes, spices or wine",rack,1,0
2446,1995-04-03,,Jeopardy,"(6, 2)",PROVERBS,8,"(200,)",False,"It completes the proverb ""Never put off till tomorrow...""",what you can do today,1,0
2446,1995-04-03,,Jeopardy,"(1, 3)",NATURE,21,"(300,)",False,The yellow jacket is a social one of these insects; the cicada killer is a solitary one,wasp,1,0
2446,1995-04-03,,Jeopardy,"(2, 3)",'40s FILM FACTS,26,"(300,)",False,"In 1941 she starred in ""Caught in the Draft"", ""Road to Zanzibar"" & ""Aloma of the South Seas""",Dorothy Lamour,1,0
2446,1995-04-03,,Jeopardy,"(3, 3)",BUSINESS & INDUSTRY,13,"(300,)",False,"This insurance co., named for a signer of the Declaration of Independence, was founded in 1862",John Hancock,1,0
2446,1995-04-03,,Jeopardy,"(4, 3)",U.S.A.,4,"(300,)",False,"Hereford, Texas is known as the ""Town Without a Toothache"" because its water is high in this compound",fluoride,1,0
2446,1995-04-03,,Jeopardy,"(5, 3)",AROUND THE HOUSE,29,"(300,)",False,A glass enclosure for fish is an aquarium; one that holds plants & animals is this,terrarium,1,0
